,author,date,genre,gutenberg_id,source,title,viaf_author_uri,dictcom_gl,oed_gl
25,"Burney, Fanny",1796,fic,40619,gutenberg,Camilla,http://viaf.org/viaf/95297439,1.0245930127483283,0.5901849457529934
26,"Brown, Charles Brockden, 1771-1810",1798,fic,792,gutenberg,WIELAND; OR THE TRANSFORMATION.,http://viaf.org/viaf/49222478,0.6584109371904101,0.4223298793343202
28,"Brown, Charles Brockden, 1771-1810",1799,fic,18508,gutenberg,ARTHUR MERVYN; OR MEMOIRS OF THE YEAR 1793.,http://viaf.org/viaf/49222478,0.7212626218788878,0.46361172066606426
429,"Robinson, Mary Darby,",1799,teamred | random,nyp.33433074911771,genrescorpus,The false friend,,0.8666418327435277,0.5384615384615384
27,"Hays, Mary",1799,fic,1424,gutenberg,Victim of prejudice,http://viaf.org/viaf/29629662,1.3016377413835247,0.7509050683829445
29,"Brown, Charles Brockden, 1771-1810",1800,fic,36289,gutenberg,ORMOND; OR THE SECRET WITNESS.,http://viaf.org/viaf/49222478,0.5661531490711373,0.3812230291548258
430,"Hamilton, Elizabeth,",1800,teamred | random,mdp.39015023189999,genrescorpus,Memoirs of modern philosophers,,0.9332629912951728,0.5356572258533043
431,"Karamzin, Nikola___ Mikha___lovich,",1800,teamred | random,nyp.33433051569915,genrescorpus,Russian tales,,1.1031950055086301,0.7116971363856981
434,"Moore, George,",1801,teamblack | stangothic,uiuo.ark+=13960=t0ns19n7m,genrescorpus,Grasville Abbey,,0.9637855425095487,0.6048774160072642
433,"Du Bois, Edward,",1801,teamred | random,njp.32101068177094,genrescorpus,Old Nick;,,1.10250102501025,0.6164322887830805
432,"Du Bois, Edward,",1801,teamred | random,njp.32101068177102,genrescorpus,Old Nick;,,1.1212162345595222,0.6436982119494112
435,"Melville, Theodore.",1802,teamblack | stangothic,uiuo.ark+=13960=t2988vx2b,genrescorpus,"The white knight, or, The monastery of Morne",,0.7478516508367254,0.5095944609297725
436,"Cullen, Margaret.",1802,teamred | random,nyp.33433074954979,genrescorpus,Home,,0.8976843329134774,0.503514429835442
440,Anonymous7,1803,teamblack | random,uc1.b248234,genrescorpus,"Barbara Markham; or, The profligate requited;",,0.7302687172553659,0.4641412283927915
441,"Cuthbertson, Catherine.",1803,teamblack | stangothic,nyp.33433074951611,genrescorpus,Romance of the Pyrenees,,0.7874009570879422,0.44400427592278185
439,"Cuthbertson, Catherine.",1803,teamblack | stangothic,uiuo.ark+=13960=t8nc69j1b,genrescorpus,Romance of the Pyrenees,,0.7882398753894081,0.44039096059266636
443,"Cuthbertson, Catherine.",1803,teamblack | stangothic | stew,uiuo.ark+=13960=t1gh9v49g,genrescorpus,Romance of the Pyrenees,,0.7949184805098072,0.44075274005652443
444,"Cuthbertson, Catherine.",1803,teamblack | stangothic,uiuo.ark+=13960=t6xw4rw1j,genrescorpus,Romance of the Pyrenees,,0.8401818933443572,0.4453196796639097
442,"Lee, Harriet,",1803,teamred | random,hvd.hwkdax,genrescorpus,Canterbury tales,,0.8997433304814498,0.5519295690739392
438,"Walker, George,",1803,teamred | stangothic,uiuo.ark+=13960=t8w95tz11,genrescorpus,Don Raphael,,0.9717082616179001,0.601984877126654
445,"Young, Mary Julia.",1803,teamred | stangothic | stew,uiuo.ark+=13960=t3xs6cp6m,genrescorpus,"Right and wrong; or, The kinsmen of Naples",,1.0056694286960315,0.6080190406444526
437,Anonymous0,1803,teamblack | random,uc1.b250120,genrescorpus,Letters of Miss Riversdale,,1.0270997375328084,0.5634626429280009
30,"Opie, Amelia Alderson",1805,fic,37908,gutenberg,Adeline Mowbray,http://viaf.org/viaf/39410771,0.9453783406192258,0.5778071129057307
446,"Frances, Sophia L.",1806,teamblack | stangothic | stew,uiuo.ark+=13960=t86h4xr9x,genrescorpus,"Vivonio, or, The hour of retribution",,0.5919661733615222,0.35833251207253375
31,"Edgeworth, Maria",1806,fic,35638,gutenberg,Leonora (Volume 1/2),http://viaf.org/viaf/71477273,0.909442564067141,0.600073741780864
448,"Roche, Regina Maria,",1807,teamred | stangothic,nyp.33433067303937,genrescorpus,"The discarded son; or, Haunt of the banditti",,0.8152710301824719,0.49892359156095784
449,"Dacre, Charlotte,",1807,teamblack | pbgothic,njp.32101037977574,genrescorpus,The libertine;,,0.8558619650391802,0.5004812937175127
450,"Mortimer, Edward,",1807,teamred | stangothic,uiuo.ark+=13960=t18k7vt5k,genrescorpus,The friar Hildargo,,1.0393020498051837,0.5465363365915852
451,"Grant, Anne MacVicar,",1807,teamblack | random,uc2.ark+=13960=t82j6cs08,genrescorpus,Letters from the mountain,,1.1092936802973978,0.7548554164868364
452,"Bayfield, E. G.,",1807,teamred | random,dul1.ark+=13960=t0tq6sw6t,genrescorpus,A winter in Bath,,1.198565496413741,0.6562317996505533
447,"Bayfield, E. G.,",1807,teamred | random,dul1.ark+=13960=t3dz14r97,genrescorpus,A winter in Bath,,1.2267573696145124,0.6560912132854133
453,"Frances, Sophia L.",1809,teamred | stangothic,uiuo.ark+=13960=t9f481w8n,genrescorpus,"Angelo Guicciardini, or, The bandit of the Alps",,0.7073364081867973,0.42947368421052634
32,"More, Hannah",1809,fic,31879,gutenberg,Coelebs in search of a wife,http://viaf.org/viaf/51802053,0.8136726263677356,0.5292402626811594
455,"Cuthbertson, Catherine.",1810,teamblack | stangothic,uiuo.ark+=13960=t6251zn27,genrescorpus,Forest of Montalbano,,0.7460892137441082,0.43862796260056536
33,"Austen, Jane",1810,fic,946,gutenberg,Lady Susan,http://viaf.org/viaf/102333412,0.9724718027145861,0.5484986637321176
34,"Porter, Jane",1810,fic,6086,gutenberg,Scottish chiefs,http://viaf.org/viaf/84690525,1.1123290104814354,0.6388556362038398
454,Anonymous6,1810,teamblack | random,uiuo.ark+=13960=t7br98r5d,genrescorpus,"The adulteress ; or, anecdotes of two noble families",,1.1434243773312478,0.6557974583784849
35,"Brunton, Mary",1811,fic,41196,gutenberg,Self-control,http://viaf.org/viaf/34532515,0.8705804684825664,0.5157359986783413
36,"Austen, Jane",1811,fic,161,gutenberg,Sense and sensibility,http://viaf.org/viaf/102333412,1.0908220549197094,0.6237379162191192
457,"Byron, Medora Gordon.",1812,teamblack | random,uiuo.ark+=13960=t95723s7x,genrescorpus,The Englishman,,0.8830337355331199,0.512661446150717
456,"Stanhope, Louisa Sidney.",1812,teamred | stangothic | stew,uiuo.ark+=13960=t5z615j7x,genrescorpus,The confessional of Valombre,,0.9519089082384461,0.5879308446206365
37,"Edgeworth, Maria",1812,fic,1473,gutenberg,The absentee,http://viaf.org/viaf/71477273,1.2984409799554566,0.761020471326878
459,"Roche, Regina Maria,",1813,teamred | stangothic,njp.32101013133523,genrescorpus,The monastery of St. Columb;,,0.8055872291904219,0.48926129249735145
458,"Parker, Emma.",1813,teamblack | random,uiuo.ark+=13960=t09w1328x,genrescorpus,Aretas,,0.8223149819494585,0.4792492986359679
38,"Austen, Jane",1813,fic,1342,gutenberg,Pride and prejudice,http://viaf.org/viaf/102333412,1.120661789724396,0.5960916534782907
39,"Barrett, Eaton Stannard",1814,fic,43065,gutenberg,The Heroine,http://viaf.org/viaf/13033207,1.0909674234945705,0.6428260266920122
40,"Scott, Walter, Sir",1815,fic,2590,gutenberg,Guy Mannering,http://viaf.org/viaf/95207079,0.990983582484067,0.5933604113351959
461,"Burney, Sarah Harriet,",1816,teamred | random,mdp.39015063759552,genrescorpus,Tales of fancy,,0.9517241379310345,0.5144791945112714
44,"Scott, Walter, Sir",1816,fic,6941,gutenberg,Old mortality,http://viaf.org/viaf/95207079,0.9811194839140227,0.6155769500397252
41,"Scott, Walter, Sir",1816,fic,1460,gutenberg,Black dwarf,http://viaf.org/viaf/95207079,0.9950188938509104,0.6258522527588388
43,"Scott, Walter, Sir",1816,fic,7005,gutenberg,Antiquary,http://viaf.org/viaf/95207079,1.028442285222311,0.6183143065338839
460,"Lewis, Alethea,",1816,teamblack | random,njp.32101038161780,genrescorpus,Rhoda,,1.131426735218509,0.5976974939575118
42,"Austen, Jane",1816,fic,158,gutenberg,Emma,http://viaf.org/viaf/102333412,1.2507560483870968,0.6969411361494302
47,"Scott, Walter, Sir",1818,fic,6942,gutenberg,Heart of Mid-Lothian,http://viaf.org/viaf/95207079,0.8878599462009966,0.5668711656441717
48,"Peacock, Thomas Love",1818,fic,9909,gutenberg,Nightmare Abbey,http://viaf.org/viaf/17239611,0.888695652173913,0.5144936789682033
464,"Porter, Anna Maria,",1818,teamblack | stangothic,uiuo.ark+=13960=t3jw90j80,genrescorpus,The fast of St. Magdalen,,0.9094484318159473,0.5505739477624355
46,"Ferrier, Susan",1818,fic,12669,gutenberg,Marriage,http://viaf.org/viaf/64052998,1.063402562415813,0.6320939334637965
45,"Austen, Jane",1818,fic,121,gutenberg,Northanger Abbey,http://viaf.org/viaf/102333412,1.1657605092162844,0.6585339405768814
462,"Opie, Amelia Alderson,",1818,teamblack | random,uc1.b287473,genrescorpus,New tales,,1.1714033712269698,0.659821000479463
49,"Austen, Jane",1818,fic,105,gutenberg,Persuasion,http://viaf.org/viaf/102333412,1.1812840178129638,0.6739164450007824
463,"Opie, Amelia Alderson,",1818,teamred | random,mdp.39015063556271,genrescorpus,New tales,,1.2377312952534192,0.6772075894644144
52,"Polidori, John William",1819,fic,6087,gutenberg,The vampyre : a tale,http://viaf.org/viaf/32079702,0.8103545301069218,0.5272126144455748
50,"Scott, Walter, Sir",1819,fic,1461,gutenberg,A legend of Montrose,http://viaf.org/viaf/95207079,0.8763194480201844,0.5553123045304262
51,"Scott, Walter, Sir",1819,fic,471,gutenberg,Bride of Lammermoor,http://viaf.org/viaf/95207079,0.9640700015487068,0.6069982648930017
465,"Galt, John,",1820,teamblack | random,mdp.39015063967478,genrescorpus,The earthquake;,,0.7277222514466071,0.46037596756358273
467,"Irving, Washington,",1820,teamblack | pbgothic,uva.x000960744,genrescorpus,The sketch-book of Geoffr,,1.0765306122448979,0.6721570397111913
53,"Scott, Walter, Sir",1820,fic,6407,gutenberg,The Abbot (Vol. 2/3),http://viaf.org/viaf/95207079,1.1481807253642948,0.678951296883747
466,"Opie, Amelia Alderson,",1820,teamblack | random,uiuo.ark+=13960=t1rf6b61z,genrescorpus,Tales of the heart,,1.233917600289122,0.7067203699559932
56,"Badcock, John",1821,fic,20484,gutenberg,"Real Life In London, Volumes I. and II. Or, The Rambles And Adventures Of Bob Tallyho, Esq., And His Cousin, The Hon. Tom Dashall, Through The Metropolis; Exhibiting A Living Picture Of Fashionable Characters, Manners, And Amusements In High And Low Life (1821)",http://viaf.org/viaf/37970367,0.8187261986462665,0.5150073374300651
55,"Galt, John",1821,fic,1384,gutenberg,The Ayrshire legatees,http://viaf.org/viaf/61562976,1.042313705054716,0.5838959328173884
54,"Scott, Walter, Sir",1821,fic,1606,gutenberg,Kenilworth,http://viaf.org/viaf/95207079,1.1829575369119836,0.7046965966357549
58,"Irving, Washington",1822,fic,13515,gutenberg,"Bracebridge Hall, or, The humorists : a medley (Vol. 2/2)",http://viaf.org/viaf/295999941,0.9503208000286749,0.6028373131134008
57,"Galt, John",1822,fic,1296,gutenberg,The provost,http://viaf.org/viaf/61562976,1.045287044220326,0.5997255260750228
470,"Gaspey, Thomas,",1823,teamblack | stangothic,uiuo.ark+=13960=t00z7jj1c,genrescorpus,"Other times; or, the monks of Leadenhall",,0.9198137609932747,0.5868131868131868
471,"Sullivan, Mary Ann.",1823,teamred | stangothic,uiuo.ark+=13960=t1ng5958h,genrescorpus,"Owen Castle, or, Which is the heroine?",,0.9580604926722794,0.5752688172043011
59,"Scott, Walter, Sir",1823,fic,7853,gutenberg,Quentin Durward,http://viaf.org/viaf/95207079,0.9826050508225925,0.5625397228930977
60,"Galt, John",1823,fic,44573,gutenberg,The entail,http://viaf.org/viaf/61562976,1.0802940856904857,0.6245238628725073
469,"Lockhart, J. G.",1823,teamblack | random,mdp.39015059372105,genrescorpus,Reginald Dalton,,1.2111273289259037,0.7211464522894093
472,"Cooper, James Fenimore,",1824,teamblack | random,hvd.hwjtfk,genrescorpus,The pilot;,,0.9709213051823417,0.6199210396446784
62,"Scott, Walter, Sir",1824,fic,2516,gutenberg,Redgauntlet,http://viaf.org/viaf/95207079,1.0143602416254804,0.617912183774353
61,"Scott, Walter, Sir",1824,fic,20749,gutenberg,St. Ronan's well,http://viaf.org/viaf/95207079,1.022897634106348,0.6128212967100157
63,"Edgeworth, Maria",1825,fic,9455,gutenberg,Harry and Lucy concluded : being the last part of early lessons (Vol. 1/4),http://viaf.org/viaf/71477273,1.1873322761649183,0.6552978298046583
473,"Wilkins, George,",1826,teamblack | random,nyp.33433075768253,genrescorpus,The convert,,0.9021337946943483,0.5999164534489061
65,"Shelley, Mary Wollstonecraft",1826,fic,18247,gutenberg,Last Man,http://viaf.org/viaf/6293,0.9503045848028214,0.5926620185164019
64,"Disraeli, Benjamin",1826,fic,9840,gutenberg,Vivian Grey,http://viaf.org/viaf/49233448,0.9558342420937841,0.5986076431503661
66,"Scott, Walter, Sir",1826,fic,9785,gutenberg,"Woodstock : or, The cavalier; A tale of the year sixteen hundred and fifty-one (Vol. 1/3)",http://viaf.org/viaf/95207079,1.0883001627894764,0.6647374858041408
474,Anonymous2,1826,teamred | locghost | stew,umn.31951002081141q,genrescorpus,Legends of terror!,,1.1100309386619738,0.7018002084821795
475,"Radcliffe, Ann Ward,",1826,teamblack | pbgothic,uc1.b3575696,genrescorpus,Gaston de Blondeville,,1.1316325626716273,0.6878238341968912
477,"Banim, John,",1826,teamred | random,mdp.39015051156498,genrescorpus,Tales,,1.1583601286173633,0.7289811459804705
476,"Radcliffe, Ann Ward,",1826,teamred | pbgothic | stew,uc1.b3575698,genrescorpus,Gaston de Blondeville,,1.2069805194805194,0.7176666666666667
480,"Loudon, Jane",1827,teamred | femscifi | stew,hvd.32044014279723,genrescorpus,The mummy!,,0.8433209497657891,0.515987460815047
479,"Ward, R. Plumer",1827,teamblack | random,uc1.b3290572,genrescorpus,De Vere,,1.0027439024390243,0.558816199376947
478,"Lytton, Edward Bulwer Lyt",1827,teamblack | pbgothic | stew,nyp.33433074937610,genrescorpus,Falkland,,1.1308674985145573,0.6864851361478891
481,"Gaspey, Thomas,",1828,newgate | teamblack,uiuo.ark+=13960=t15m6kw75,genrescorpus,History of George Godfrey,,0.8181733283526336,0.5154253154253154
482,"Gaspey, Thomas,",1828,newgate | teamblack,uiuo.ark+=13960=t44q88m18,genrescorpus,History of George Godfrey,,0.8908259051826142,0.5315772143562726
67,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368
68,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368
69,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368
70,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368
71,"Lytton, Edward Bulwer Lytton",1828,fic,7623,gutenberg,Pelham,http://viaf.org/viaf/99871326,1.0266144127281236,0.6062937893361834
483,"Vidocq, Eug___Î_ne Fran___ois,",1829,teamred | det100,hvd.32044020321865,genrescorpus,Memoirs of Vidocq,,0.9766445606953084,0.5942056658797389
484,"Lytton, Edward Bulwer Lyt",1829,teamred | random,uc2.ark+=13960=t0ms3qz4m,genrescorpus,Devereux,,1.053247076387161,0.6332489001466471
485,"Lytton, Edward Bulwer Lyt",1830,teamred | newgate | stew,wu.89100297621,genrescorpus,Paul Clifford,,1.0229283214374294,0.62143383749246
490,"Disraeli, Benjamin,",1832,teamred | random,nyp.33433074937446,genrescorpus,Contarini Fleming;,,0.8430148389431777,0.5502577319587629
491,"Irving, Washington,",1832,teamblack | pbgothic,nyp.33433081585105,genrescorpus,Tales of the Alhambra,,0.8776345195117758,0.5540002946810078
489,"Disraeli, Benjamin,",1832,teamblack | random,nyp.33433074937438,genrescorpus,Contarini Fleming;,,0.9227089976431443,0.5860915282590513
487,"Spindler, Carl,",1832,teamblack | random,uc1.b316144,genrescorpus,The Jew,,1.093992407988117,0.6451805629314923
72,"Lytton, Edward Bulwer Lytton",1832,fic,7614,gutenberg,Eugene Aram,http://viaf.org/viaf/99871326,1.1109653725078699,0.6916801292407109
488,"Galt, John,",1832,teamred | random,mdp.39015063994266,genrescorpus,Stanley Buxton;,,1.149795390911049,0.6484843437708194
492,"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t3rv0jp0n,genrescorpus,The buccaneer,,1.2058503059257397,0.7053275222793209
493,"James, G. P. R.",1832,teamred | random,nyp.33433074863691,genrescorpus,Henry Masterton;,,1.2159440081939228,0.7637856483505806
494,"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t8ff3s14j,genrescorpus,The buccaneer,,1.2924864919971455,0.7628375654977831
486,"Hall, Anna Maria",1832,teamred | locdetmyst | stew,uc2.ark+=13960=t3hx1bd9t,genrescorpus,The buccaneer,,1.3747519841269842,0.8102955195424214
496,"Hall, James,",1833,teamred | random,njp.32101067634046,genrescorpus,The soldier's bride and o,,0.8763327885438555,0.5478029294274301
495,"Lytton, Edward Bulwer Lyt",1833,teamblack | pbgothic,uc2.ark+=13960=t1mg7hw3f,genrescorpus,Godolphin,,1.0699859687911901,0.6553051709522464
