id,is_resample,test_train,doc_id,tt_ratio,oed_ratio_no_set,oed_matched_no_set,oed_passed_no_set,oed_neo,oed_ratio_set,oed_matched_set,oed_passed_set,oed_neo_set,gl_ratio_no_set,matched_no_set,passed_no_set,neo,gl_ratio_set,matched_set,passed_set,neo_set,walker_ratio_no_set,walker_matched_no_set,walker_passed_no_set,walker_ratio_set,walker_matched_set,walker_passed_set
11,0,,20257,0.534642857142857,0.637547892720307,2137.0,565.0,"{""total"": 2800, ""1700"": 20, ""1750"": 9, ""neo"": 98, ""1800"": 10, ""1850"": 8, ""1900"": 36, ""1950"": 15}",0.42489851150203,1053.0,405.0,"{""total"": 1497, ""1700"": 11, ""1750"": 6, ""neo"": 39, ""1800"": 7, ""1850"": 4, ""1900"": 5, ""1950"": 6}",0.946990116801438,2167.0,622.0,"{""total"": 2800, ""1700"": 9, ""1750"": 2, ""neo"": 11, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.629969418960245,1066.0,425.0,"{""total"": 1497, ""1700"": 4, ""1750"": 2, ""neo"": 6, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.741785714285714,2077.0,723.0,0.674014696058784,1009.0,488.0
12,0,,1079,0.616428571428571,0.851752021563342,2061.0,681.0,"{""total"": 2800, ""1700"": 6, ""1750"": 10, ""neo"": 58, ""1800"": 3, ""1850"": 13, ""1900"": 18, ""1950"": 8}",0.517955801104972,1099.0,592.0,"{""total"": 1726, ""1700"": 6, ""1750"": 7, ""neo"": 35, ""1800"": 3, ""1850"": 8, ""1900"": 5, ""1950"": 6}",1.45828437132785,2092.0,706.0,"{""total"": 2800, ""1700"": 1, ""1750"": 1, ""neo"": 2, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.873935264054514,1100.0,624.0,"{""total"": 1726, ""1700"": 1, ""1750"": 1, ""neo"": 2, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.712142857142857,1994.0,806.0,0.633835457705678,1094.0,632.0
13,0,,14013,0.5075,0.492021276595745,2244.0,515.0,"{""total"": 2800, ""1700"": 6, ""1750"": 5, ""neo"": 41, ""1800"": 7, ""1850"": 2, ""1900"": 17, ""1950"": 4}",0.324293785310734,1172.0,227.0,"{""total"": 1421, ""1700"": 5, ""1750"": 4, ""neo"": 22, ""1800"": 5, ""1850"": 2, ""1900"": 3, ""1950"": 3}",0.731707317073171,2343.0,452.0,"{""total"": 2800, ""1700"": 2, ""1750"": 2, ""neo"": 5, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.477132262051916,1195.0,222.0,"{""total"": 1421, ""1700"": 1, ""1750"": 2, ""neo"": 4, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.732142857142857,2050.0,750.0,0.741731175228712,1054.0,367.0
14,0,,2667,0.564642857142857,0.681318681318681,2295.0,454.0,"{""total"": 2800, ""1700"": 5, ""1750"": 0, ""neo"": 51, ""1800"": 9, ""1850"": 6, ""1900"": 28, ""1950"": 3}",0.397025171624714,1221.0,337.0,"{""total"": 1581, ""1700"": 5, ""1750"": 0, ""neo"": 23, ""1800"": 6, ""1850"": 5, ""1900"": 6, ""1950"": 1}",1.00491803278689,2446.0,350.0,"{""total"": 2800, ""1700"": 4, ""1750"": 0, ""neo"": 4, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.570544554455445,1269.0,308.0,"{""total"": 1581, ""1700"": 4, ""1750"": 0, ""neo"": 4, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.760714285714286,2130.0,670.0,0.718532574320051,1136.0,445.0
15,0,,6053,0.533214285714286,0.58107167710508,2272.0,459.0,"{""total"": 2800, ""1700"": 11, ""1750"": 4, ""neo"": 69, ""1800"": 19, ""1850"": 14, ""1900"": 18, ""1950"": 3}",0.37710843373494,1143.0,311.0,"{""total"": 1493, ""1700"": 10, ""1750"": 4, ""neo"": 39, ""1800"": 8, ""1850"": 11, ""1900"": 3, ""1950"": 3}",1.07947598253275,2381.0,416.0,"{""total"": 2800, ""1700"": 2, ""1750"": 0, ""neo"": 3, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.609289617486339,1178.0,312.0,"{""total"": 1493, ""1700"": 2, ""1750"": 0, ""neo"": 3, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.742142857142857,2078.0,722.0,0.70060281312793,1046.0,447.0
16,0,,16357,0.589285714285714,0.558514365802383,2224.0,481.0,"{""total"": 2800, ""1700"": 7, ""1750"": 3, ""neo"": 95, ""1800"": 12, ""1850"": 17, ""1900"": 54, ""1950"": 2}",0.336099585062241,1288.0,334.0,"{""total"": 1650, ""1700"": 5, ""1750"": 2, ""neo"": 28, ""1800"": 7, ""1850"": 4, ""1900"": 8, ""1950"": 2}",0.855375096674401,2399.0,398.0,"{""total"": 2800, ""1700"": 3, ""1750"": 0, ""neo"": 3, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.504576659038902,1315.0,332.0,"{""total"": 1650, ""1700"": 3, ""1750"": 0, ""neo"": 3, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.749285714285714,2098.0,702.0,0.699393939393939,1154.0,496.0
17,0,,7371,0.575357142857143,0.41198738170347,2238.0,469.0,"{""total"": 2800, ""1700"": 8, ""1750"": 6, ""neo"": 93, ""1800"": 9, ""1850"": 17, ""1900"": 21, ""1950"": 32}",0.280684104627767,1273.0,302.0,"{""total"": 1611, ""1700"": 5, ""1750"": 4, ""neo"": 36, ""1800"": 7, ""1850"": 11, ""1900"": 5, ""1950"": 4}",0.659891598915989,2450.0,345.0,"{""total"": 2800, ""1700"": 3, ""1750"": 1, ""neo"": 5, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.424145299145299,1333.0,274.0,"{""total"": 1611, ""1700"": 2, ""1750"": 1, ""neo"": 4, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.731071428571429,2047.0,753.0,0.715704531346989,1153.0,458.0
18,0,,22500,0.675,0.536790469516468,2193.0,527.0,"{""total"": 2800, ""1700"": 18, ""1750"": 16, ""neo"": 80, ""1800"": 10, ""1850"": 11, ""1900"": 15, ""1950"": 10}",0.36003861003861,1409.0,415.0,"{""total"": 1890, ""1700"": 17, ""1750"": 16, ""neo"": 66, ""1800"": 10, ""1850"": 9, ""1900"": 7, ""1950"": 7}",0.853941908713693,2234.0,556.0,"{""total"": 2800, ""1700"": 5, ""1750"": 4, ""neo"": 10, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.611627906976744,1386.0,494.0,"{""total"": 1890, ""1700"": 5, ""1750"": 4, ""neo"": 10, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.773214285714286,2165.0,635.0,0.727513227513228,1375.0,515.0
19,0,,22002,0.529285714285714,0.633407243163341,2210.0,534.0,"{""total"": 2800, ""1700"": 4, ""1750"": 5, ""neo"": 56, ""1800"": 6, ""1850"": 20, ""1900"": 18, ""1950"": 3}",0.344988344988345,1154.0,301.0,"{""total"": 1482, ""1700"": 4, ""1750"": 5, ""neo"": 27, ""1800"": 5, ""1850"": 6, ""1900"": 6, ""1950"": 1}",1.03106125970664,2354.0,444.0,"{""total"": 2800, ""1700"": 2, ""1750"": 0, ""neo"": 2, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.55627425614489,1203.0,277.0,"{""total"": 1482, ""1700"": 2, ""1750"": 0, ""neo"": 2, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.718571428571429,2012.0,788.0,0.697705802968961,1034.0,448.0
20,0,,9468,0.601785714285714,0.605318404478656,2294.0,437.0,"{""total"": 2800, ""1700"": 24, ""1750"": 2, ""neo"": 69, ""1800"": 16, ""1850"": 5, ""1900"": 21, ""1950"": 1}",0.364879074658254,1298.0,354.0,"{""total"": 1685, ""1700"": 11, ""1750"": 2, ""neo"": 33, ""1800"": 8, ""1850"": 4, ""1900"": 7, ""1950"": 1}",0.960404380791912,2327.0,462.0,"{""total"": 2800, ""1700"": 8, ""1750"": 1, ""neo"": 11, ""1800"": 2, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.565483476132191,1279.0,398.0,"{""total"": 1685, ""1700"": 6, ""1750"": 1, ""neo"": 8, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.736428571428571,2062.0,738.0,0.696142433234421,1173.0,512.0
21,0,,9811,0.633214285714286,0.518372703412074,2314.0,433.0,"{""total"": 2800, ""1700"": 8, ""1750"": 1, ""neo"": 53, ""1800"": 13, ""1850"": 12, ""1900"": 16, ""1950"": 3}",0.339906103286385,1427.0,318.0,"{""total"": 1773, ""1700"": 6, ""1750"": 1, ""neo"": 28, ""1800"": 7, ""1850"": 8, ""1900"": 4, ""1950"": 2}",0.820940819423369,2400.0,395.0,"{""total"": 2800, ""1700"": 5, ""1750"": 0, ""neo"": 5, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.502645502645503,1420.0,349.0,"{""total"": 1773, ""1700"": 4, ""1750"": 0, ""neo"": 4, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.765357142857143,2143.0,657.0,0.732656514382403,1299.0,474.0
22,0,,3268,0.581428571428571,0.553890078515346,2177.0,569.0,"{""total"": 2800, ""1700"": 7, ""1750"": 3, ""neo"": 54, ""1800"": 10, ""1850"": 16, ""1900"": 18, ""1950"": 0}",0.362068965517241,1264.0,331.0,"{""total"": 1628, ""1700"": 5, ""1750"": 3, ""neo"": 33, ""1800"": 8, ""1850"": 11, ""1900"": 6, ""1950"": 0}",0.947755102040816,2386.0,408.0,"{""total"": 2800, ""1700"": 5, ""1750"": 1, ""neo"": 6, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.571942446043165,1311.0,312.0,"{""total"": 1628, ""1700"": 4, ""1750"": 1, ""neo"": 5, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.711071428571429,1991.0,809.0,0.697174447174447,1135.0,493.0
23,0,,43529,0.635,0.596938775510204,2191.0,530.0,"{""total"": 2800, ""1700"": 13, ""1750"": 8, ""neo"": 79, ""1800"": 9, ""1850"": 25, ""1900"": 19, ""1950"": 5}",0.384215991692627,1333.0,394.0,"{""total"": 1778, ""1700"": 13, ""1750"": 8, ""neo"": 51, ""1800"": 8, ""1850"": 13, ""1900"": 7, ""1950"": 2}",0.920302013422819,2289.0,505.0,"{""total"": 2800, ""1700"": 4, ""1750"": 2, ""neo"": 6, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.600470035252644,1362.0,411.0,"{""total"": 1778, ""1700"": 3, ""1750"": 2, ""neo"": 5, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.731071428571429,2047.0,753.0,0.698537682789651,1242.0,536.0
24,0,,41256,0.66,0.447035309793471,2172.0,569.0,"{""total"": 2800, ""1700"": 8, ""1750"": 5, ""neo"": 59, ""1800"": 13, ""1850"": 15, ""1900"": 11, ""1950"": 7}",0.290840415486308,1367.0,440.0,"{""total"": 1848, ""1700"": 6, ""1750"": 4, ""neo"": 41, ""1800"": 10, ""1850"": 9, ""1900"": 6, ""1950"": 6}",0.617977528089888,2304.0,489.0,"{""total"": 2800, ""1700"": 4, ""1750"": 3, ""neo"": 7, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.43003064351379,1400.0,442.0,"{""total"": 1848, ""1700"": 3, ""1750"": 3, ""neo"": 6, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.710357142857143,1989.0,811.0,0.662878787878788,1225.0,623.0
25,0,,601,0.615714285714286,0.469347396176664,2229.0,518.0,"{""total"": 2800, ""1700"": 8, ""1750"": 3, ""neo"": 53, ""1800"": 10, ""1850"": 15, ""1900"": 14, ""1950"": 3}",0.327502429543246,1366.0,330.0,"{""total"": 1724, ""1700"": 6, ""1750"": 3, ""neo"": 28, ""1800"": 8, ""1850"": 7, ""1900"": 3, ""1950"": 1}",0.799389778794813,2359.0,435.0,"{""total"": 2800, ""1700"": 6, ""1750"": 0, ""neo"": 6, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.527777777777778,1375.0,345.0,"{""total"": 1724, ""1700"": 4, ""1750"": 0, ""neo"": 4, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.74,2072.0,728.0,0.723317865429234,1247.0,477.0
26,0,,40619,0.559642857142857,0.62582056892779,2229.0,468.0,"{""total"": 2800, ""1700"": 7, ""1750"": 23, ""neo"": 103, ""1800"": 21, ""1850"": 16, ""1900"": 32, ""1950"": 4}",0.376116071428571,1233.0,292.0,"{""total"": 1567, ""1700"": 6, ""1750"": 7, ""neo"": 42, ""1800"": 9, ""1850"": 10, ""1900"": 8, ""1950"": 2}",1.01028277634961,2346.0,449.0,"{""total"": 2800, ""1700"": 3, ""1750"": 1, ""neo"": 5, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.573216520650814,1257.0,306.0,"{""total"": 1567, ""1700"": 2, ""1750"": 1, ""neo"": 4, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.735,2058.0,742.0,0.70899808551372,1111.0,456.0
27,0,,792,0.631428571428571,0.424492385786802,2245.0,474.0,"{""total"": 2800, ""1700"": 8, ""1750"": 4, ""neo"": 81, ""1800"": 21, ""1850"": 22, ""1900"": 25, ""1950"": 1}",0.288073394495413,1404.0,317.0,"{""total"": 1768, ""1700"": 7, ""1750"": 3, ""neo"": 47, ""1800"": 15, ""1850"": 15, ""1900"": 6, ""1950"": 1}",0.664137931034483,2413.0,380.0,"{""total"": 2800, ""1700"": 5, ""1750"": 2, ""neo"": 7, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.466257668711656,1434.0,328.0,"{""total"": 1768, ""1700"": 4, ""1750"": 2, ""neo"": 6, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.7275,2037.0,763.0,0.717760180995475,1269.0,499.0
28,0,,1424,0.550714285714286,0.739268680445151,2188.0,511.0,"{""total"": 2800, ""1700"": 16, ""1750"": 12, ""neo"": 101, ""1800"": 12, ""1850"": 23, ""1900"": 35, ""1950"": 3}",0.493556701030928,1159.0,335.0,"{""total"": 1542, ""1700"": 12, ""1750"": 7, ""neo"": 48, ""1800"": 8, ""1850"": 9, ""1900"": 10, ""1950"": 2}",1.29805825242718,2367.0,426.0,"{""total"": 2800, ""1700"": 5, ""1750"": 1, ""neo"": 7, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.772133526850508,1221.0,317.0,"{""total"": 1542, ""1700"": 2, ""1750"": 1, ""neo"": 4, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.779642857142857,2183.0,617.0,0.728274967574578,1123.0,419.0
29,0,,18508,0.627857142857143,0.464824120603015,2332.0,404.0,"{""total"": 2800, ""1700"": 6, ""1750"": 7, ""neo"": 64, ""1800"": 9, ""1850"": 15, ""1900"": 26, ""1950"": 1}",0.306703397612489,1423.0,299.0,"{""total"": 1758, ""1700"": 4, ""1750"": 7, ""neo"": 36, ""1800"": 8, ""1850"": 11, ""1900"": 5, ""1950"": 1}",0.729361091170136,2409.0,384.0,"{""total"": 2800, ""1700"": 6, ""1750"": 1, ""neo"": 7, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.474291710388248,1405.0,348.0,"{""total"": 1758, ""1700"": 4, ""1750"": 1, ""neo"": 5, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.746785714285714,2091.0,709.0,0.722411831626849,1270.0,488.0
30,0,,36289,0.631071428571429,0.378824969400245,2253.0,470.0,"{""total"": 2800, ""1700"": 17, ""1750"": 15, ""neo"": 77, ""1800"": 12, ""1850"": 8, ""1900"": 23, ""1950"": 2}",0.26606334841629,1399.0,327.0,"{""total"": 1767, ""1700"": 12, ""1750"": 6, ""neo"": 41, ""1800"": 10, ""1850"": 7, ""1900"": 4, ""1950"": 2}",0.561264822134387,2370.0,416.0,"{""total"": 2800, ""1700"": 10, ""1750"": 3, ""neo"": 14, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.407554671968191,1416.0,340.0,"{""total"": 1767, ""1700"": 7, ""1750"": 3, ""neo"": 11, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.734285714285714,2056.0,744.0,0.727787209960385,1286.0,481.0
31,0,,37908,0.556785714285714,0.562994960403168,2171.0,568.0,"{""total"": 2800, ""1700"": 7, ""1750"": 4, ""neo"": 61, ""1800"": 6, ""1850"": 18, ""1900"": 22, ""1950"": 4}",0.350663716814159,1221.0,310.0,"{""total"": 1559, ""1700"": 4, ""1750"": 4, ""neo"": 28, ""1800"": 5, ""1850"": 9, ""1900"": 5, ""1950"": 1}",0.919315403422983,2355.0,437.0,"{""total"": 2800, ""1700"": 6, ""1750"": 1, ""neo"": 8, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.54678007290401,1273.0,280.0,"{""total"": 1559, ""1700"": 4, ""1750"": 1, ""neo"": 6, ""1800"": 1, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.713571428571429,1998.0,802.0,0.708787684413085,1105.0,454.0
32,0,,35638,0.571428571428571,0.606593406593407,2193.0,535.0,"{""total"": 2800, ""1700"": 18, ""1750"": 3, ""neo"": 72, ""1800"": 9, ""1850"": 10, ""1900"": 19, ""1950"": 13}",0.327050997782705,1197.0,360.0,"{""total"": 1600, ""1700"": 14, ""1750"": 3, ""neo"": 43, ""1800"": 8, ""1850"": 8, ""1900"": 4, ""1950"": 6}",0.849960722702278,2355.0,436.0,"{""total"": 2800, ""1700"": 7, ""1750"": 2, ""neo"": 9, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.485748218527316,1251.0,341.0,"{""total"": 1600, ""1700"": 6, ""1750"": 2, ""neo"": 8, ""1800"": 0, ""1850"": 0, ""1900"": 0, ""1950"": 0}",0.746785714285714,2091.0,709.0,0.7025,1124.0,476.0
