,author,date,genre,gutenberg_id,source,title,viaf_author_uri,dictcom_gl,oed_gl,Adverbs,Adjectives,Syllables
21,"Hayley, William, 1745-1820",1789,fic,7371,gutenberg,THE YOUNG WIDOW; OR THE HISTORY OF CORNELIA SEDLEY IN A SERIES OF LETTERS.,http://viaf.org/viaf/45100846,0.6529038608771738,0.40462193391445367,0.047599377976479736,0.10123675770240062,1.5016278596552426
22,"Trusler, John, 1735-1820",1790,fic,22500,gutenberg,Proverbs Exemplified AND ILLUSTRATED BY PICTURES FROM REAL LIFE.,http://viaf.org/viaf/66507465,0.7520430727814633,0.48911874224244933,0.03676123360819499,0.10198336299901922,1.491980856776001
23,"Inchbald, Mrs., 1753-1821",1791,fic,22002,gutenberg,A SIMPLE STORY. IN FOUR VOLUMES.,http://viaf.org/viaf/59084053,1.0276653806342335,0.6472758578280654,0.057709925902038245,0.08861705792247199,1.4054177838420656
24,"Holcroft, Thomas, 1745-1809",1792,fic,9468,gutenberg,ANNA ST. IVES: A NOVEL.,http://viaf.org/viaf/56644486,0.992669398221702,0.627399569248057,0.06575738935331266,0.09834621869565024,1.3811353036048994
25,"Holcroft, Thomas, 1745-1809",1794,fic,9811,gutenberg,THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,http://viaf.org/viaf/56644486,0.8484669274861251,0.5490007801716378,0.05882234564919907,0.10071641310472511,1.4317334484517876
26,"Radcliffe, Ann Ward, 1764-1823",1794,fic,3268,gutenberg,THE MYSTERIES of UDOLPHO A ROMANCE; INTERSPERSED WITH SOME PIECES OF POETRY.,http://viaf.org/viaf/64010774,0.8916735314618845,0.5119808750764441,0.06249965347275741,0.08723338193955456,1.4202054939324322
27,"Cumberland, Richard, 1732-1811",1795,fic,43529,gutenberg,HENRY; IN FOUR VOLUMES.,http://viaf.org/viaf/76451457,0.9786460276016412,0.6077744145292338,0.05559450751160024,0.09589796513230973,1.4249923163102427
28,"Hays, Mary",1796,fic,41256,gutenberg,Memoirs of Emma Courtney,http://viaf.org/viaf/29629662,0.6583154670750383,0.4564844464775846,0.04368304829919188,0.1101061830482992,1.5235503846875587
29,"Lewis, M. G. (Matthew Gregory), 1775-1818",1796,fic,601,gutenberg,THE MONK: A ROMANCE.,http://viaf.org/viaf/100160188,0.8221624188697166,0.5205826829337015,0.047792518170902194,0.09977319001572008,1.4465968893384347
30,"Burney, Fanny",1796,fic,40619,gutenberg,Camilla,http://viaf.org/viaf/95297439,1.0245930127483283,0.5901849457529934,0.06802056497931235,0.0969096769156992,1.4359021009313406
31,"Brown, Charles Brockden, 1771-1810",1798,fic,792,gutenberg,WIELAND; OR THE TRANSFORMATION.,http://viaf.org/viaf/49222478,0.6584109371904101,0.4223298793343202,0.0491412213740458,0.10837110368956743,1.4735173420432384
32,"Godwin, William",1799,fic,53707,gutenberg,St. Leon,http://viaf.org/viaf/68929729,,,0.0491412213740458,0.10837110368956743,1.4735173420432384
33,"Godwin, William",1799,fic,53707,gutenberg,St. Leon,http://viaf.org/viaf/68929729,,,0.048445348113899486,0.10583145326760067,1.426205518907368
34,"Hays, Mary",1799,fic,1424,gutenberg,Victim of prejudice,http://viaf.org/viaf/29629662,1.3016377413835247,0.7509050683829445,0.056050431684253804,0.09274359325750309,1.3523490657738417
35,"Brown, Charles Brockden, 1771-1810",1799,fic,18508,gutenberg,ARTHUR MERVYN; OR MEMOIRS OF THE YEAR 1793.,http://viaf.org/viaf/49222478,0.7212626218788878,0.46361172066606426,0.05059349638381273,0.1038204604427759,1.4555678118862494
36,"Brown, Charles Brockden, 1771-1810",1800,fic,36289,gutenberg,ORMOND; OR THE SECRET WITNESS.,http://viaf.org/viaf/49222478,0.5661531490711373,0.3812230291548258,0.045771019228352396,0.1131330903606887,1.5363018008569802
37,"Opie, Amelia Alderson",1805,fic,37908,gutenberg,Adeline Mowbray,http://viaf.org/viaf/39410771,0.9453783406192258,0.5778071129057307,0.05994839321993683,0.09548737265137247,1.4342189863842663
38,"Dacre, Charlotte",1806,fic,45787,gutenberg,Zofloya,http://viaf.org/viaf/23386022,,,0.05994839321993683,0.09548737265137247,1.4342189863842663
39,"Edgeworth, Maria",1806,fic,35638,gutenberg,Leonora (Volume 1/2),http://viaf.org/viaf/71477273,0.909442564067141,0.600073741780864,0.05822572204033446,0.10906369046894587,1.4568363495884222
40,"Morgan, Lady (Sydney)",1807,fic,54683,gutenberg,Wild Irish girl,http://viaf.org/viaf/107533016,,,0.05822572204033446,0.10906369046894587,1.4568363495884222
41,"More, Hannah",1809,fic,31879,gutenberg,Coelebs in search of a wife,http://viaf.org/viaf/51802053,0.8136726263677356,0.5292402626811594,0.05801513907451469,0.11066028180494207,1.4812462631064705
42,"Austen, Jane",1810,fic,946,gutenberg,Lady Susan,http://viaf.org/viaf/102333412,0.9724718027145861,0.5484986637321176,0.07108678552700577,0.10268091242789722,1.4673883093879159
43,"Porter, Jane",1810,fic,6086,gutenberg,Scottish chiefs,http://viaf.org/viaf/84690525,1.1123290104814354,0.6388556362038398,0.04333996248502791,0.09579595019096476,1.3913582313327326
44,"Brunton, Mary",1811,fic,41196,gutenberg,Self-control,http://viaf.org/viaf/34532515,0.8705804684825664,0.5157359986783413,0.0557916661115478,0.10219960297898986,1.4523274620093507
45,"Austen, Jane",1811,fic,161,gutenberg,Sense and sensibility,http://viaf.org/viaf/102333412,1.0908220549197094,0.6237379162191192,0.07143000811247512,0.09541879814686932,1.4356551840594394
46,"Edgeworth, Maria",1812,fic,1473,gutenberg,The absentee,http://viaf.org/viaf/71477273,1.2984409799554566,0.761020471326878,0.0545157884633842,0.08508863245402261,1.3587587908945895
47,"Austen, Jane",1813,fic,1342,gutenberg,Pride and prejudice,http://viaf.org/viaf/102333412,1.120661789724396,0.5960916534782907,0.07220369768844755,0.09457676780399202,1.439029596486187
48,"Barrett, Eaton Stannard",1814,fic,43065,gutenberg,The Heroine,http://viaf.org/viaf/13033207,1.0909674234945705,0.6428260266920122,0.049173072942318534,0.09001620305930891,1.376484799677874
49,"Scott, Walter, Sir",1814,fic,45697,gutenberg,Waverley,http://viaf.org/viaf/95207079,,,0.049173072942318534,0.09001620305930891,1.376484799677874
50,"Austen, Jane",1814,fic,141,gutenberg,Mansfield Park,http://viaf.org/viaf/102333412,,,0.049173072942318534,0.09001620305930891,1.376484799677874
51,"Scott, Walter, Sir",1815,fic,2590,gutenberg,Guy Mannering,http://viaf.org/viaf/95207079,0.990983582484067,0.5933604113351959,0.04921387133725012,0.09431696412075527,1.4112400733048258
52,"Scott, Walter, Sir",1816,fic,1460,gutenberg,Black dwarf,http://viaf.org/viaf/95207079,0.9950188938509104,0.6258522527588388,0.04621698550340902,0.09803402396240153,1.4055898545371397
53,"Austen, Jane",1816,fic,158,gutenberg,Emma,http://viaf.org/viaf/102333412,1.2507560483870968,0.6969411361494302,0.07964331210191083,0.09069044585987261,1.3946425911413638
54,"Scott, Walter, Sir",1816,fic,7005,gutenberg,Antiquary,http://viaf.org/viaf/95207079,1.028442285222311,0.6183143065338839,0.046818212909551064,0.09318953920518024,1.3904686791656058
55,"Scott, Walter, Sir",1816,fic,6941,gutenberg,Old mortality,http://viaf.org/viaf/95207079,0.9811194839140227,0.6155769500397252,0.045023507849231016,0.09641759856916443,1.4109570703543326
56,"Beckford, William",1816,fic,42401,gutenberg,"Vathek, an Arabian tale",http://viaf.org/viaf/4926466,,,0.045023507849231016,0.09641759856916443,1.4109570703543326
57,"Scott, Walter, Sir",1817,fic,16828,gutenberg,Rob Roy,http://viaf.org/viaf/95207079,,,0.045023507849231016,0.09641759856916443,1.4109570703543326
58,"Austen, Jane",1818,fic,121,gutenberg,Northanger Abbey,http://viaf.org/viaf/102333412,1.1657605092162844,0.6585339405768814,0.07619998764491485,0.09578279760311348,1.4242072353729343
59,"Ferrier, Susan",1818,fic,12669,gutenberg,Marriage,http://viaf.org/viaf/64052998,1.063402562415813,0.6320939334637965,0.05742860863207028,0.10172080491200657,1.4200086077868352
60,"Scott, Walter, Sir",1818,fic,6942,gutenberg,Heart of Mid-Lothian,http://viaf.org/viaf/95207079,0.8878599462009966,0.5668711656441717,0.04561426626257302,0.09677017906033587,1.4285892323030907
61,"Peacock, Thomas Love",1818,fic,9909,gutenberg,Nightmare Abbey,http://viaf.org/viaf/17239611,0.888695652173913,0.5144936789682033,0.043537270138648644,0.09883705458125981,1.4743603169616364
62,"Shelley, Mary Wollstonecraft",1818,fic,6542,gutenberg,Frankenstein,http://viaf.org/viaf/6293,,,0.043537270138648644,0.09883705458125981,1.4743603169616364
63,"Shelley, Mary Wollstonecraft",1818,fic,6542,gutenberg,Frankenstein,http://viaf.org/viaf/6293,,,0.048445348113899486,0.10583145326760067,1.426205518907368
64,"Austen, Jane",1818,fic,105,gutenberg,Persuasion,http://viaf.org/viaf/102333412,1.1812840178129638,0.6739164450007824,0.07119305692412643,0.09112787084059729,1.4171467780288423
65,"Scott, Walter, Sir",1819,fic,1461,gutenberg,A legend of Montrose,http://viaf.org/viaf/95207079,0.8763194480201844,0.5553123045304262,0.04526481608387252,0.09916252080348163,1.4349348085575246
66,"Scott, Walter, Sir",1819,fic,26564,gutenberg,Ivanhoe,http://viaf.org/viaf/95207079,,,0.04526481608387252,0.09916252080348163,1.4349348085575246
67,"Scott, Walter, Sir",1819,fic,471,gutenberg,Bride of Lammermoor,http://viaf.org/viaf/95207079,0.9640700015487068,0.6069982648930017,0.04703400269090587,0.10018255206523867,1.4233985548429
68,"Polidori, John William",1819,fic,6087,gutenberg,The vampyre : a tale,http://viaf.org/viaf/32079702,0.8103545301069218,0.5272126144455748,0.04885011041094415,0.10082404265632573,1.4767357204315308
69,"Maturin, Charles Robert",1820,fic,53685;53686;53687;53688,gutenberg,Melmoth the wanderer,http://viaf.org/viaf/100248595,,,0.04885011041094415,0.10082404265632573,1.4767357204315308
70,"Scott, Walter, Sir",1820,fic,6407,gutenberg,The Abbot (Vol. 2/3),http://viaf.org/viaf/95207079,1.1481807253642948,0.678951296883747,0.04859836822997184,0.09991635317354308,1.3806614763880207
71,"Galt, John",1821,fic,1310,gutenberg,Annals of the parish,http://viaf.org/viaf/61562976,,,0.04859836822997184,0.09991635317354308,1.3806614763880207
72,"Scott, Walter, Sir",1821,fic,1606,gutenberg,Kenilworth,http://viaf.org/viaf/95207079,1.1829575369119836,0.7046965966357549,0.04983967095481559,0.10012834795426916,1.376711760312059
73,"Galt, John",1821,fic,1384,gutenberg,The Ayrshire legatees,http://viaf.org/viaf/61562976,1.042313705054716,0.5838959328173884,0.049084662807661536,0.08977677380896355,1.419015833283668
74,"Badcock, John",1821,fic,20484,gutenberg,"Real Life In London, Volumes I. and II. Or, The Rambles And Adventures Of Bob Tallyho, Esq., And His Cousin, The Hon. Tom Dashall, Through The Metropolis; Exhibiting A Living Picture Of Fashionable Characters, Manners, And Amusements In High And Low Life (1821)",http://viaf.org/viaf/37970367,0.8187261986462665,0.5150073374300651,0.04738130109071512,0.0900272795758798,1.472265678350157
75,"Galt, John",1822,fic,1296,gutenberg,The provost,http://viaf.org/viaf/61562976,1.045287044220326,0.5997255260750228,0.04816110812655177,0.08655060764014925,1.3867416214662882
76,"Irving, Washington",1822,fic,13515,gutenberg,"Bracebridge Hall, or, The humorists : a medley (Vol. 2/2)",http://viaf.org/viaf/295999941,0.9503208000286749,0.6028373131134008,0.04775779149929597,0.10859030702743559,1.4268318271060954
77,"Galt, John",1823,fic,14681,gutenberg,The spaewife; a tale of the Scottish chronicles (Vol. 2/3),http://viaf.org/viaf/61562976,,,0.04775779149929597,0.10859030702743559,1.4268318271060954
78,"Scott, Walter, Sir",1823,fic,7853,gutenberg,Quentin Durward,http://viaf.org/viaf/95207079,0.9826050508225925,0.5625397228930977,0.048962126810359705,0.10402626653273803,1.4100786383472015
79,"Galt, John",1823,fic,44573,gutenberg,The entail,http://viaf.org/viaf/61562976,1.0802940856904857,0.6245238628725073,0.04692505296339129,0.08800110532294876,1.4059769444849293
80,"Scott, Walter, Sir",1824,fic,20749,gutenberg,St. Ronan's well,http://viaf.org/viaf/95207079,1.022897634106348,0.6128212967100157,0.05090302717115177,0.09551808442728667,1.4031492082897412
81,"Scott, Walter, Sir",1824,fic,2516,gutenberg,Redgauntlet,http://viaf.org/viaf/95207079,1.0143602416254804,0.617912183774353,0.050803478528947066,0.09771908866309566,1.397792209238858
82,"Edgeworth, Maria",1825,fic,9455,gutenberg,Harry and Lucy concluded : being the last part of early lessons (Vol. 1/4),http://viaf.org/viaf/71477273,1.1873322761649183,0.6552978298046583,0.05616951843358617,0.08811077791497618,1.3958051225906825
83,"Disraeli, Benjamin",1826,fic,9840,gutenberg,Vivian Grey,http://viaf.org/viaf/49233448,0.9558342420937841,0.5986076431503661,0.05637596166235105,0.10390317499241476,1.4381668411424462
84,"Shelley, Mary Wollstonecraft",1826,fic,18247,gutenberg,Last Man,http://viaf.org/viaf/6293,0.9503045848028214,0.5926620185164019,0.044635111753691545,0.1124031191486336,1.4268487857113759
85,"Scott, Walter, Sir",1826,fic,9785,gutenberg,"Woodstock : or, The cavalier; A tale of the year sixteen hundred and fifty-one (Vol. 1/3)",http://viaf.org/viaf/95207079,1.0883001627894764,0.6647374858041408,0.0527837088628783,0.09698991193869594,1.3901484294827713
86,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
87,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
88,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
89,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 1/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
90,"Lytton, Edward Bulwer Lytton",1828,fic,7623,gutenberg,Pelham,http://viaf.org/viaf/99871326,1.0266144127281236,0.6062937893361834,0.05893928463807289,0.09980275954013752,1.4112218574807418
91,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
92,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
93,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
94,"Scott, Walter, Sir",1828,fic,1828,gutenberg,Chronicles of the Canongate. Second series (Vol. 3/3),http://viaf.org/viaf/95207079,0.9228704846760775,0.5965546376267368,0.048445348113899486,0.10583145326760067,1.426205518907368
95,"Peacock, Thomas Love",1831,fic,2075,gutenberg,Crotchet Castle,http://viaf.org/viaf/17239611,,,0.048445348113899486,0.10583145326760067,1.426205518907368
96,"Godwin, William",1831,fic,53707,gutenberg,St. Leon : a tale of the sixteenth century,http://viaf.org/viaf/68929729,,,0.0491412213740458,0.10837110368956743,1.4735173420432384
97,"Godwin, William",1831,fic,53707,gutenberg,St. Leon : a tale of the sixteenth century,http://viaf.org/viaf/68929729,,,0.048445348113899486,0.10583145326760067,1.426205518907368
98,"Shelley, Mary Wollstonecraft",1831,fic,6542,gutenberg,Frankenstein (revised),http://viaf.org/viaf/6293,,,0.043537270138648644,0.09883705458125981,1.4743603169616364
99,"Shelley, Mary Wollstonecraft",1831,fic,6542,gutenberg,Frankenstein (revised),http://viaf.org/viaf/6293,,,0.048445348113899486,0.10583145326760067,1.426205518907368
100,"Cooper, James Fenimore",1831,fic,10363,gutenberg,The bravo : a tale (Vol. 1/2),http://viaf.org/viaf/27062769,,,0.048445348113899486,0.10583145326760067,1.426205518907368
101,"Lytton, Edward Bulwer Lytton",1832,fic,7614,gutenberg,Eugene Aram,http://viaf.org/viaf/99871326,1.1109653725078699,0.6916801292407109,0.06234956168589966,0.09951463523351989,1.3822316468705687
102,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
103,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
104,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
105,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
106,"Marryat, Frederick",1834,fic,21577,gutenberg,Peter Simple,http://viaf.org/viaf/39380934,1.2649611063094208,0.7271715851250243,0.0606778889899909,0.0757916287534122,1.3355915713539936
107,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
108,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
109,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
110,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705,0.05268985881701578,0.09906903304522571,1.3750026082420448
111,"Ainsworth, William Harrison",1834,fic,23564,gutenberg,Rookwood (Vol. 1/3),http://viaf.org/viaf/46894596,1.0928696589836906,0.6284933484582861,0.05056564547702202,0.09060042453769594,1.383320224494421
112,"Dickens, Charles",1837,fic,580,gutenberg,Pickwick Papers,http://viaf.org/viaf/88666393,,,0.05056564547702202,0.09060042453769594,1.383320224494421
113,"Trollope, Frances Milton",1837,fic,36686,gutenberg,Vicar of Wrexhill,http://viaf.org/viaf/34551336,1.15546937030477,0.6731775724338267,0.06543311377302755,0.09931837519000411,1.4177171349237154
114,"Dickens, Charles",1838,fic,730,gutenberg,Oliver Twist,http://viaf.org/viaf/88666393,1.3809799942012178,0.6919547504153153,0.058875219683655534,0.08160546685113862,1.3666913635924363
115,"Taylor, Meadows",1839,fic,44881,gutenberg,Confessions of a thug,http://viaf.org/viaf/27100030,1.2675315008772396,0.7664693230448568,0.05413407621700775,0.08162077217043466,1.3066514760884564
116,"Dickens, Charles",1839,fic,967,gutenberg,Nicholas Nickleby,http://viaf.org/viaf/88666393,1.324733595064498,0.6786101488748446,0.06292723348584535,0.08704344336833908,1.3918128090234858
117,"Thackeray, William Makepeace",1839,fic,1969,gutenberg,Catherine,http://viaf.org/viaf/95208604,1.2388276028665755,0.6544717942422197,0.053314121037463975,0.08740093659942363,1.3708648568461652
118,"Ainsworth, William Harrison",1839,fic,16215,gutenberg,Jack Sheppard,http://viaf.org/viaf/46894596,1.028595994013311,0.6136111843840675,0.04999371148283235,0.07777928272205721,1.398755846711688
119,"Dickens, Charles",1840,fic,9732,gutenberg,Barnaby Rudge,http://viaf.org/viaf/88666393,,,0.04999371148283235,0.07777928272205721,1.398755846711688
120,"Ainsworth, William Harrison",1840,fic,49850,gutenberg,"The Tower of London, a historical romance",http://viaf.org/viaf/46894596,,,0.04999371148283235,0.07777928272205721,1.398755846711688
121,"Marryat, Frederick",1840,fic,21575,gutenberg,Poor Jack,http://viaf.org/viaf/39380934,1.5469635811147897,0.8875971731448763,0.06958713136729222,0.07551206434316354,1.2987703673359843
122,"Dickens, Charles",1840,fic,700,gutenberg,The old curiosity shop,http://viaf.org/viaf/88666393,1.3741171415527567,0.7529756528371571,0.06269306022403945,0.09161536311447799,1.3532119432671135
123,"Lever, Charles James",1841,fic,8577,gutenberg,"Charles O'Malley, the Irish dragoon (Vol. 2/2)",http://viaf.org/viaf/32083550,1.1580137537946844,0.6706341415529596,0.06167674800316385,0.09265685508021634,1.388729721126067
124,"Dickens, Charles",1843,fic,19337,gutenberg,A Christmas carol,http://viaf.org/viaf/88666393,1.3459923315683768,0.771143579657207,0.05425629180501419,0.09078003945912132,1.3403276803679218
125,"Disraeli, Benjamin",1844,fic,7412,gutenberg,Coningsby,http://viaf.org/viaf/49233448,0.8070108488251649,0.5054482476607414,0.05570807711399945,0.1040410896455309,1.4870431472081218
